End of Inspection,Plant,Region,Supplier,,Inspection Lot No.,Quantity (USG),"010A COLOR, SAYBOLT","010B COLOR,",100C TOTAL ACID NUMBER MG KOH/G,110A AROMATICS % VOL,130 MERCAPTAN SULFUR,140 DOCTOR TEST,150A SULFUR - OXYGEN BOMB %(M),150B TOTAL SULFUR %(M),150D SULFUR - X-RAY %(M),150E TOTAL SULFUR %(M),150F SULFUR - X-RAY FLUORESCENCE %(M),"150G SULFUR, TOTAL  %(M)","150IPA SULFUR, TOTAL",160A HYDROGEN CONTENT %(M),160B HYDROGEN CONTENT %(M),160E HYDROGEN CONTENT,020 APPEARANCE,200A TEST METHOD D86,200B TEST METHOD D2887,201 DIST TEMP:  INITIAL BOILING POINT,202 DIST TEMP:  10% EVAPORATED,203 DIST TEMP:  20% EVAPORATED,204 DIST TEMP:  50% EVAPORATED,206 DIST TEMP: 90% EVAPORATED,021 APPEARANCE,211 DIST TEMP: FINAL BOILING POINT,213 DIST TEMP: RESIDUE,214 DIST TEMP: LOSS,220A FLASH POINT,220B FLASH POINT,220C FLASH POINT,220IPA FLASH POINT,230A DENSITY @ 15蚓 KG/L,230B SPECIFIC GRAVITY @ 60/60蚌  KG/L,231B API GRAVITY - DIGITAL (API),300A FREEZING POINT,300C FREEZING POINT,300E FREEZING POINT,300F FREEZING POINT,310 VISCOSITY @ -54蚓 (MM2/S),231A API GRAVITY,400C NET HEAT OF COMBUSTION MJ/KG,400D NET HEAT OF COMBUSTION MJ/KG,400E NET HEAT OF COMBUSTION MJ/KG,420 SMOKE POINT MM,500 COPPER STRIP CORROSION (2 H @ 100蚓),600A THERMAL STABILITY @ 275C,600B THERMAL STABILITY @ 260C,601 CHANGE IN PRESSURE,"602 TUBE DEPOSIT RATING, VISUAL",602A ELLIPSOMETRIC TUBE RATING,710 EXISTENT GUM,710IPA EXISTENT GUM,720A PARTICULATE MATTER,720B PARTICULATE MATTER,723 PARTICULATE COUNTING  >= 4 然,723A PARTICULATE COUNTING  ISO >= 4 然,724 PARTICULATE COUNTING= 6 然,724A PARTICULATE COUNTING ISO = 6 然,726 PARTICULATE COUNTING  >= 14 然,726A PARTICULATE COUNTING  ISO>= 14 然,727 PARTICULATE COUNTING  >= 21 然,727A PARTICULATE COUNTING  ISO>= 21 然,728 PARTICULATE COUNTING  >= 25 然,728A PARTICULATE COUNTING  ISO>= 25 然,729 PARTICULATE COUNTING  >= 30 然,729A PARTICULATE COUNTING  ISO>= 30 然,730 FILTRATION TIME,750 WSIM,750A MICROSEPAROMETER RATING,750B MICROSEPAROMETER RATING,800 ANTI-OXIDANT,802 ANTIOXIDANT CONCENTRATION,801 ANTIOXIDANT ADDITIVE INJECTION POINT,821 SDA INJECTION POINT,830A FSII,831FSII INJECTION POINT,840 CORROSION INHIBITOR,841 CI INJECTION POINT,842 CORROSION INHIBITOR CONCENTRATION,910A CALCULATED CETANE INDEX,910B CALCULATED CETANE INDEX,BATCH NUMBER,CRUDE PROCESS TECH,PRODUCT,REPORT DATE,SAMPLE NUMBER,SHIPMENT NUMBER,TANK NUMBER,120 NAPHTHALENE,725IPA PARTICULATE COUNTING,725IPB PARTICULATE COUNTING,725IPC PARTICULATE COUNTING,740 WATER REACTION INTERFACE RATING,812 METAL DEACTIVATOR CONCENTRATION,811 METAL DEACTIVATOR INJECTION POINT,820 STATIC DISSIPATER,900 ELECTRICAL CONDUCTIVITY,990A FAME CONTENT,990B FAME CONTENT
1/9/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000023259,"45,483",16,,0.006,15.2,,NEG,,,,,0.0519,,,13.92,,,PASS,,,151.7,167.1,172.7,186,214.8,,241.7,0.7,0,,,38.9,,0.7941,,,,,-64,,3.38,46.6,43.3,,,26,1A,,,0,1,,1.6,,0.246,,,,,,,,,,,,,,5,99,,,,,,,0.14,S,,S,10.5,40.5,,14-65-8,,JP8,1/11/2014,,,501,,,,,1B,,,,,,
1/9/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000023354,"75,594",18,,0.006,12.3,,NEG,,,,,0.0501,,,14.04,,,PASS,,,140.2,165.3,171.5,185.6,215.5,,238.1,1.4,0.6,,,38.9,,0.7937,,,,,-64.4,,3.2,46.7,43.3,,,26,1A,,,0,1,,0.6,,,0.581,,,,,,,,,,,,,5,83,,,,,,,0.14,S,,S,10.4,40.5,,14-63-8,,JP8,12/29/2013,,,501,,,,,1B,,,,,,
1/9/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000023355,"144,003",18,,0.006,12.3,,NEG,,,,,0.0505,,,14.04,,,PASS,,,140.2,165.3,171.5,185.6,215.5,,238.1,1.4,0.6,,,38.9,,0.7937,,,,,-64.4,,3.2,46.7,43.3,,,26,1A,,,0,1,,0.6,,,0.581,,,,,,,,,,,,,5,83,,,,,,,0.14,S,,S,10.4,40.5,,14-63-8,,JP8,12/29/2013,,DLA0106,501,,,,,1B,,,,,,
1/9/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000024401,"151,649",18,,0.006,12.3,,NEG,,,,,0.0501,,,14.04,,,PASS,,,140.2,165.3,171.5,185.6,215.5,,238.1,1.4,0.6,,,38.9,,0.7937,,,,,-64.4,,3.2,46.7,43.3,,,26,1A,,,0,1,,0.6,,,0.581,,,,,,,,,,,,,5,83,,,,,,,0.14,S,,S,10.4,40.5,,14-63-8,,JP8,12/29/2014,,,501,,,,,1B,,,,,,
1/9/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000024402,"45,498",16,,0.006,15.2,,NEG,,,,,0.0519,,,13.92,,,PASS,,,151.7,167.1,172.7,186,214.8,,241.7,0.7,0,,,38.9,,0.7941,,,,,-64,,3.38,46.6,43.3,,,26,1A,,,0,1,,1.6,,0.246,,,,,,,,,,,,,,5,99,,,,,,,0.14,S,,S,10.5,40.5,,14-65-8,,JP8,1/11/2014,,,501,,,,,1B,,,,,,
1/10/2014,EOPS,OA Puget Sound,U.S. OIL TRADING LLC DBA,Rocky Mountain West JP4/JP8/JAB/JAA,10000024602,"30,835",,-19,-0.003,-15.1,-0.002,POSITIVE,,,,,-0.07,,,-13.88,,,PASS,,,-145.9,-164.2,-169.4,-192.6,-242.5,1,-269,-1.4,-1,,-44.5,,,,-0.801,-45.1,,,58.1,,-3.8,,-43.3,,,-20.3,1A,,,-1,<1,,-1,,-0.13,,,,,,,,,,,,,,-3,,-100,,-17.6,,,,,,-12,,,-40.8,,14-J-003,ATMOSPHERIC,JP8,1/6/2014,729255,DLA0109,30002,-1.28,,,,1B,,,,,,
1/10/2014,EOSP,"OA Shreveport, LA","CALUMET SHREVEPORT FUELS, LLC.",Inland East Gulf Marine/Ground,10000024054,"45,563",,,-0.01,-15.4,,8.8,,,,,-0.0307,,,,,,,295,,,-337,,-385,-464,,,-1.2,-0.7,-111.4,,,,,,,49.1,,,,-3.9,,-43.4,,,-26,1A,,,-5,,,-3.2,,,,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,118714,,JP8,1/5/2014,,DLA0106,187,,,,,,,,,,,
1/10/2014,EOSP,"OA Shreveport, LA","CALUMET SHREVEPORT FUELS, LLC.",Inland East Gulf Marine/Ground,10000024055,"52,975",,,-0.01,-15.4,,8.8,,,,,-0.0307,,,,,,,295,,,-337,,-385,-464,,,-1.2,-0.7,-111.4,,,,,,,49.1,,,,-3.9,,-43.4,,,-26,1A,,,-5,,,-3.2,,,,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,118714,,JP8,1/5/2014,,DLA0108,187,,,,,,,,,,,
1/10/2014,EOTS,"OA Tuscaloosa, AL",HUNT REFINING COMPANY,Inland East Gulf JP8 JP4 JAA,10000024053,"38,597",30,,0.006,16.4,0,,,,,,0.001,,,14.02,,,PASS,,,196,179,183,194,224,,245,1.1,0.7,52,,,,,0.7902,,,-56.1,,,3.676,47.6,43.392,,,26,1B,,,0,1,,0.8,,0.19,,,,,,,,,,,,,,4,97,,,,17.7,,,,,,,9.4,47.4,,,,JP8,,,,,0.07,,,,1B,,,,,,
1/10/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000024601,"7,580",18,,0.007,12.8,,NEG,,,,,0.0524,,,14.01,,,PASS,,,141.2,165,170.6,184.5,213.5,,237,1.2,0.5,,,39.4,,0.7937,,,,,-65,,3.22,46.7,43.2,,,26,1A,,,1.1,1,,1,,,0.291,,,,,,,,,,,,,6,90,,,,,,,0.14,S,,S,10.5,40,,14-64-8,,JP8,1/2/2014,,,1441,,,,,1B,,,,,,
1/10/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000024650,"45,491",16,,0.006,15.2,,NEG,,,,,0.0519,,,13.92,,,PASS,,,151.7,167.1,172.7,186,214.8,,241.7,0.7,0,,,38.9,,0.7941,,,,,-64,,3.38,46.6,43.3,,,26,1A,,,0,1,,1.6,,0.246,,,,,,,,,,,,,,5,99,,,,,,,0.14,S,,S,10.5,40.5,,14-65-8,,JP8,1/11/2014,,,501,,,,,1B,,,,,,
1/10/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000024651,"151,651",18,,0.007,12.8,,NEG,,,,,0.0524,,,14.01,,,PASS,,,141.2,165,170.6,184.5,213.5,,237,1.2,0.5,,,39.4,,0.7937,,,,,-65,,3.22,46.7,43.2,,,26,1A,,,1.1,1,,1,,,0.581,,,,,,,,,,,,,5,90,,,,,,,0.14,S,,S,10.5,40,,14-64-8,,JP8,1/2/2014,,DLA0109,1441,,,,,1B,,,,,,
1/13/2014,EM1N,Minot AFB,TESORO REFINING  MARKETING COMPANY,Inland East Gulf JP8 JP4 JAA,10000024851,"122,898",20,,0.005,21.3,0.001,,,,,,,0.013,,13.7,,,PASS,,,149,172,182,207,256,,292,0.7,1.2,41,,,,,,45.1,,-49.8,,,,,43.2,,,24,1A,,,,,,2,,,1,,,,,,,,,,,,,6,,99,,,,,,,,,,,,,,,JP8,12/31/2013,,DLA107,726,2.1,,,,1,,,,,,
1/13/2014,EM1N,Minot AFB,TESORO REFINING  MARKETING COMPANY,Inland East Gulf JP8 JP4 JAA,10000024852,"122,694",20,,0.005,21.3,0.001,,,,,,,0.013,,13.7,,,PASS,,,149,172,182,207,256,,292,0.7,1.2,41,,,,,,45.1,,-49.8,,,,,43.2,,,24,1A,,,,,,2,,,1,,,,,,,,,,,,,6,,99,,,,,,,,,,,,,,,JP8,12/31/2013,,DLA109,726,2.1,,,,1,,,,,,
1/13/2014,EM1N,Minot AFB,TESORO REFINING  MARKETING COMPANY,Inland East Gulf JP8 JP4 JAA,10000025051,"122,932",20,,0.005,21.3,0.001,,,,,,,0.013,,13.7,,,PASS,,,149,172,182,207,256,,292,0.7,1.2,41,,,,,,45.1,,-49.8,,,,,43.2,,,24,1A,,,,,,2,,,1,,,,,,,,,,,,,6,,99,,,,,,,,,,,,,,,JP8,12/31/2013,,DLA0108,726,2.1,,,,1,,,,,,
1/13/2014,EOBA,"OA Bay Area, CA",VALERO MARKETING AND SUPPLY,Rocky Mountain West JP5,10000024900,"1,045,632",,24,0.007,18.4,,NEGATIVE,,,0.13,,,,,13.5,,,PASS,D86,,176,194,201,219,249,,265,1.2,1.4,,61,,,,0.8234,40.3,,-48,,,6.03,,43.1,,,20,1B,,275,0,<1,,,,,0,,,,,,,,,,,,,4,,98,,20,,,,,,16.2,,,42.6,,5742,HYDROPROCESSING,JP8,11/4/2013,1131100781,DLA1112Z,1778,,,,,,,,,,,
1/13/2014,EOTS,"OA Tuscaloosa, AL",HUNT REFINING COMPANY,Inland East Gulf JP8 JP4 JAA,10000025450,"30,662",30,,0.006,16.4,0,,,,,,0.001,,,14.02,,,PASS,,,169,179,183,194,224,,245,1.1,0.7,52,,,,,0.7902,,,-56.1,,,3.676,47.6,43.392,,,26,1B,,,0,1,,0.8,,0.19,,,,,,,,,,,,,,4,97,,,,17.7,,,,,,,9.4,47.4,,,,JP8,,,,,0.07,,,,1B,,,,,,
1/13/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000025550,"45,467",16,,0.006,15.2,,NEG,,,,,0.0519,,,13.92,,,PASS,,,151.7,167.1,172.7,186,214.8,,241.7,0.7,0,,,38.9,,0.7941,,,,,-64,,3.38,46.6,43.3,,,26,1A,,,0,1,,1.6,,0.246,,,,,,,,,,,,,,5,99,,,,,,,0.14,S,,S,10.5,40.5,,14-65-8,,JP8,1/11/2014,,,501,,,,,1B,,,,,,
1/13/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000025551,"151,530",18,,0.007,12.8,,NEG,,,,,0.0524,,,14.01,,,PASS,,,141.2,165,170.6,184.5,213.5,,237,1.2,0.5,,,39.4,,0.7937,,,,,-65,,3.22,46.7,43.2,,,26,1A,,,1.1,1,,1,,,0.291,,,,,,,,,,,,,6,90,,,,,,,0.14,S,,S,10.5,40,,14-64-8,,JP8,1/2/2014,,,1441,,,,,1B,,,,,,
1/13/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000025552,"15,152",18,,0.007,12.8,,NEG,,,,,0.0524,,,14.01,,,PASS,,,141.2,165,170.6,184.5,213.5,,237,1.2,0.5,,,39.4,,0.7937,,,,,-65,,3.22,46.7,43.2,,,26,1A,,,1.1,1,,1,,,0.291,,,,,,,,,,,,,6,90,,,,,,,0.14,S,,S,10.5,40,,14-64-8,,JP8,1/2/2014,,DLA0110,1441,,,,,1B,,,,,,
1/14/2014,EM1N,Minot AFB,TESORO REFINING  MARKETING COMPANY,Inland East Gulf JP8 JP4 JAA,10000025152,"101,669",20,,0.005,21.3,0.001,,,,,,,0.013,,13.7,,,PASS,,,149,172,182,207,256,,292,0.7,1.2,41,,,,,,45.1,,-49.8,,,,,43.2,,,24,1A,,,,,,2,,,1,,,,,,,,,,,,,6,,99,,,,,,,,,,,,,,,JP8,12/31/2013,,DLA113,726,2.1,,,,1,,,,,,
1/14/2014,EOHS,"OA Houston Ship Channel, TX",VALERO MARKETING AND SUPPLY,Inland East Gulf JP8 JP4 JAA,10000025502,"4,200,042",-30,,-0.002,-18.4,,NEGATIVE,,,-0.05,,,,,-13.8,,,PASS,,,-157,-178,-185,-207,-249,1,-273,-1,-0.4,,-51,,,,-0.801,-45,,47,,,-4.8,,-43.3,,,-21,1B,,,-1,1,,-1,,,-0.3,,,,,,,,,,,,,-4,,-97,,-21,,,,,,-12,,,-46.7,,1610,DISTILLATION AND HYDROTRE,JP8,1/7/2014,1140104118,DLA0108,582,-1,,,,1B,,,,,,
1/14/2014,EOMB,"OA Mobile, AL (OAMB)",EQUILON ENTERPRISES LLC DBA SHELL,Inland East Gulf JP8 JP4 JAA,10000025600,"2,094,322",-28,,-0.002,-15.2,-0.0009,POS,,,,,-0.038,,,-13.9,,,PASS,*,,-156.2,-180.5,-187.7,-206.2,-240.2,1,-268.6,-1.2,-0.3,-50.1,,,,,-0.8026,,,50,,,-5.1,-44.8,-43.32,,,-24,1A,,,0,1,,-0.4,,,-0.11,,,,,,,,,,,,,-4,,-98,,,,,,,,,,,-46,,347648,STRAIGHT,JP8,1/11/2014,381143,DLA0113Z,1201,-2.5,,,,1B,,,,,,
1/14/2014,EOSP,"OA Shreveport, LA","CALUMET SHREVEPORT FUELS, LLC.",Inland East Gulf Marine/Ground,10000025553,"45,396",,,-0.01,-15.4,,8.8,,,,,-0.0307,,,,,,,295,,,-337,,-385,-464,,,-1.2,-0.7,-111.4,,,,,,,49.1,,,,-3.9,,-43.4,,,-26,1A,,,-5,,,-3.2,,,,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,118714,,JP8,1/5/2014,,DLA0107,187,,,,,,,,,,,
1/15/2014,EM1N,Minot AFB,TESORO REFINING  MARKETING COMPANY,Inland East Gulf JP8 JP4 JAA,10000026050,"101,046",20,,0.005,21.3,0.001,,,,,,,0.013,,13.7,,,PASS,,,149,172,182,207,256,,292,0.7,1.2,41,,,,,,45.1,,-49.8,,,,,43.2,,,24,1A,,,,,,2,,,1,,,,,,,,,,,,,6,,99,,,,,,,,,,,,,,,JP8,12/31/2013,,DLA114,726,2.1,,,,1,,,,,,
1/15/2014,EOBA,"OA Bay Area, CA",EQUILON ENTERPRISES LLC DBA SHELL,Rocky Mountain West JP4/JP8/JAB/JAA,10000025851,"2,531,172",,30,0.007,14,0.0003,,,,,,,0.0017,,13.6,,,PASS,,,153.3,171,176.2,197.6,245.3,,272,1.3,0.5,,45,,,,0.82,40.9,,-61,,,4.4,,43.1,,,21,1A,,,0,<1,,1,,,0.5,,,,,,,,,,,,,9,,96,,18.5,,,,,,9.3,,,35.1,,DFSN05702,HYDROPROCESSED,JP8,1/13/2014,TANK CERTIFICATION,DLA0113Z,334,0.2,,,,1B,,,,,,
1/15/2014,EOLM,"OA Liam, OH (OALM)",HUSKY MARKETING AND SUPPLY COMPANY,Inland East Gulf JP8 JP4 JAA,10000025659,"1,682,265",-30,,-0.0059,-13.9,-0.0001,,,,,,,,,-13.9,,,PASS,----,,-150.6,-177.2,-185.7,-209.7,-252.1,,-275.4,-1.2,-1,,-45.6,,,,,-43.7,,52.7,,,-5.72,,-43.36,,,-26.1,1B,,,0,0,,-0.8,,,-0.25,,,,,,,,,,,,,-5,,-98,,-21,,,,,,-16.4,,,-45.4,,DDU-081-521M,100% HYDROTREATED,JP8,1/3/2014,1506442,,263,-0.23,,,,1,,,,,,
1/15/2014,EOPS,OA Puget Sound,U.S. OIL TRADING LLC DBA,Rocky Mountain West JP4/JP8/JAB/JAA,10000026100,"10,130",-19,,-0.003,-15.1,-0.001,POSITIVE,,,,,-0.06,,,-13.89,,,PASS,,,-150.8,-164.8,-170.8,-192.1,-238,1,-267.2,-1,-0.1,,-45,,,,-0.8,-45.3,,,59.8,,-3.6,,-43.3,,,-21.4,1A,,,-2,<1,,-1,,,-0.21,,,,,,,,,,,,,-3,,-99,,-17.6,,,,,,-12,,,-41,,14-J-003,ATMOSPHERIC,JP8,1/6/2014,729964,DLA0114,30002,-1.21,,,,1B,,,,,,
1/15/2014,EOTS,"OA Tuscaloosa, AL",HUNT REFINING COMPANY,Inland East Gulf JP8 JP4 JAA,10000026150,"38,469",30,,0.006,17.6,0,,,,,,0,,,13.94,,,PASS,,,167,178,181,193,222,,245,0.5,0.4,50,,,,,0.7918,,,-58.3,,,3.552,47.2,43.345,,,23,1A,,,0,1,,0.4,,0.26,,,,,,,,,,,,,,3,98,,,,17.7,,,,,,,9.4,45.6,,,,JP8,,,,,0.05,,,,,,,,,,
1/16/2014,EOHS,"OA Houston Ship Channel, TX",VALERO MARKETING AND SUPPLY,Inland East Gulf JP8 JP4 JAA,10000025903,"4,199,958",29,,0.004,17.6,0,POSITIVE,,,0.05,,,,,13.9,,,PASS,,,152,178,185,206,243,1,265,1.2,0.9,,48,,,,0.796,46.2,,-48,,,4.5,,43.4,,,23,1B,,,0,1,,1,,,0.3,,,,,,,,,,,,,5,,99,,21.2,,,,,,14.5,,,48.6,,34110,DISTILLATION AND HYDROTR,JP8,12/3/2013,1131201884,DLA1204,582,0.9,,,,1B,,,,,,
1/16/2014,EOHS,"OA Houston Ship Channel, TX",VALERO MARKETING AND SUPPLY,Inland East Gulf JP8 JP4 JAA,10000026250,"4,200,000",-30,,-0.008,-18.2,,NEGATIVE,,,-0.04,,,,,-13.9,,,PASS,,,-145,-175,-184,-205,-249,1,-274,-1,-0.9,,-49,,,,,-45.2,,47,,,-4.5,,-43.3,,,-22,1A,,,-1,1,,-0.4,,,-0.5,,,,,,,,,,,,,-4,,,,-20.61,,,,,,-11.7,,,-46.4,,36110,DISTILLATION AND HYDROTRE,JP8,12/22/2013,1131211559,DLA1222,582,-1.2,,,,1B,,,,,,
1/16/2014,EOPS,OA Puget Sound,U.S. OIL TRADING LLC DBA,Rocky Mountain West JP4/JP8/JAB/JAA,10000026102,"20,503",-19,,-0.003,-15.1,-0.002,POSITIVE,,,,,-0.06,,,-13.89,,,PASS,,,-150.8,-164.8,-170.8,-192.1,-238,1,-267.2,-1,-0.1,,-45,,,,-0.8,-45,,,59.8,,-3.6,,-43.3,,,-21.4,1A,,,-2,<1,,,-1,,-0.21,,,,,,,,,,,,,-3,,-99,,-17.6,,,,,,-12,,,-41,,14-J-004,ATMOSPHERIC,JP8,1/11/2014,729964,DLA0115,30003,-1.21,,,,1B,,,,,,
1/16/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000024909,"45,379",16,,0.006,15.2,,NEG,,,,,0.0519,,,13.92,,,PASS,,,151.7,167.1,172.7,186,214.8,,241.7,0.7,0,,,38.9,,0.7941,,,,,-64,,3.38,46.6,43.3,,,26,1A,,,0,1,,1.6,,0.246,,,,,,,,,,,,,,5,99,,,,,,,0.14,S,,S,10.5,40.5,,14-65-8,,JP8,1/11/2014,,,501,,,,,1B,,,,,,
1/16/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000025451,"45,400",16,,0.006,15.2,,NEG,,,,,0.0519,,,13.92,,,PASS,,,151.7,167.1,172.7,186,214.8,,241.7,0.7,0,,,38.9,,0.7941,,,,,-64,,3.38,46.6,43.3,,,26,1A,,,0,1,,1.6,,,,,,,,,,,,,,,,5,99,,,,,,,0.14,S,,S,10.5,40.5,,14-65-8,,JP8,1/11/2014,,,501,,,,,1B,,,,,,
1/16/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000026151,"22,691",18,,0.007,,,NEG,,,,,0.0524,,,14.01,,,PASS,,,141.2,165,170.6,184.5,213.5,,237,1.2,0.5,,,39.4,,0.7937,,,,,-65,,3.22,46.7,43.2,,,26,1A,,,1.1,1,,1,,,0.291,,,,,,,,,,,,,6,90,,,,,,,0.14,S,,S,10.5,40,,14-64-8,,JP8,1/2/2014,,DLA0114,1441,,,,,1B,,,,,,
1/16/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000026152,"30,256",16,,0.006,15.2,,NEG,,,,,0.0519,,,13.92,,,PASS,,,151.7,167.1,172.7,186,214.8,,241.7,0.7,0,,,38.9,,0.7941,,,,,-64,,3.38,46.6,43.3,,,26,1A,,,0,1,,1.6,,,0.246,,,,,,,,,,,,,5,99,,,,,,,0.14,S,,S,10.5,40.5,,14-65-8,,JP8,1/11/2014,,,501,,,,,1B,,,,,,
1/16/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000026200,"151,262",18,,0.007,12.8,,NEG,,,,,0.0524,,,14.01,,,PASS,,,141.2,165,170.6,184.5,213.5,,237,1.2,0.5,,,39.4,,0.7937,,,,,-65,,3.22,46.7,43.2,,,26,1A,,,1.1,1,,1,,,0.291,,,,,,,,,,,,,6,90,,,,,,,0.14,S,,S,10.5,40,,14-64-8,,JP8,1/2/2014,,,1441,,,,,1B,,,,,,
1/16/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000026201,"143,652",18,,0.007,12.8,,NEG,,,,,0.0524,,,14.01,,,PASS,,,141.2,165,170.6,184.5,213.5,,237,1.2,0.5,,,39.4,,0.7937,,,,,-65,,3.22,46.7,43.2,,,26,1A,,,1.1,1,,1,,,0.291,,,,,,,,,,,,,6,90,,,,,,,0.14,S,,S,10.5,40,,14-64-8,,JP8,1/2/2014,,DLA0114,1441,,,,,1B,,,,,,
1/17/2014,EOBA,"OA Bay Area, CA",VALERO MARKETING AND SUPPLY,Rocky Mountain West JP5,10000025605,"1,420,692",,30,0.004,17.9,,NEGATIVE,,,0.05,,,,,13.7,,,PASS,D86,,179,192,199,215,239,,258,1,0.8,,61,,,,0.8139,42.3,,-49,,,5.68,,43.2,,,20,1B,,275,0,<1,,,,,0.1,,,,,,,,,,,,,3,,98,,20.5,,,,,,16.1,,,44.7,,5701,HYDROPROCESSING,JP8,12/27/2013,1131205704,DLA0106Z,1779,,,,,,,,,,,
1/17/2014,EOBA,"OA Bay Area, CA",CHEVRON U.S.A. INC. DBA CHEVRON,Rocky Mountain West JP4/JP8/JAB/JAA,10000025602,"6,302,632.10",-30,,-0.002,-22.2,0,,,,-0.0114,,,,,-13.6,,,,,,,,,,,,,,,-43,-45,,,,-0.8056,-44.1,,,49,,-3.869,,-43.1,,,-20.6,1A,,,0,1,,0,,,-0.2,,,,,,,,,,,,,-3,,-91,,,,,,,,,,,,-43.6,JET_2014_04713,,JP8,1/12/2014,2637210,,1798,-0.9,,,,1B,,,,,,
1/17/2014,EOPS,OA Puget Sound,U.S. OIL TRADING LLC DBA,Rocky Mountain West JP4/JP8/JAB/JAA,10000025603,"31,787",-19,,-0.003,-15.1,-0.001,POSITIVE,,,,,,,,-0.06,-13.89,,PASS,,,-150.8,-164.8,-170.8,-192.1,-238,18,-267.2,-1,-0.1,,-45,,,,-0.8,-45.3,,,59.8,,-3.6,,-43.3,,,-21.4,1A,,-275,-2,<1,,-1,,-0.21,,,,,,,,,,,,,,-3,,-99,,-17.6,,,,,,-12,,,-41,,14-J-004,ATMOSPHERIC,JP8,1/11/2014,729964,DLA0116,30003,-1.21,,,,1B,,,,,,
1/17/2014,ES1M,AASF ST Paul,TESORO REFINING  MARKETING COMPANY,Inland East Gulf JP8 JP4 JAA,10000025956,"7,766",18,,0.006,16.1,0.0004,,,,,,,0.014,,13.9,,,PASS,,,151,173,182,207,289,,289,1.1,1.2,39,,,,,,44.1,,-50,,,,,43.2,,,23,1A,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,45.1,,,,JP8,1/9/2014,,DLA116,4,1.9,,,,1,,,,,,
1/20/2014,EOTS,"OA Tuscaloosa, AL",HUNT REFINING COMPANY,Inland East Gulf JP8 JP4 JAA,10000026550,"39,711",30,,0.005,15.9,0,,,,,,0,,,14.04,,,PASS,,,169,180,184,195,226,,246,1.1,1,51,,,,,0.7905,,,-56.2,,,3.812,47.5,43.403,,,25,1A,,,0,1,,0.6,,0.81,,,,,,,,,,,,,,4,97,,,,17.7,,,,,,,9.4,46.8,,,,JP8,,,,,0.06,,,,,,,,,,
1/20/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000026500,"15,099",18,,0.007,12.8,,NEG,,,,,0.0524,,,14.01,,,PASS,,,141.2,165,170.6,184.5,213.5,,237,1.2,0.5,,,39.4,,0.7937,,,,,-65,,3.22,46.7,43.2,,,26,1A,,,1.1,1,,1,,,0.291,,,,,,,,,,,,,6,90,,,,,,,0.14,S,,S,10.5,40,,14-64-8,,JP8,1/2/2014,,,1441,,,,,1B,,,,,,
